ID client,Nom,Edat,Gènere,Perfil de viatge,Preferències comercials,Interacció habitual,Historial d’usos
1505,Chus Carro,21,F,Negocis,"Cafeteria, Mediterrània",Segueix suggeriments personalitzats,4 consultes a cafeteries
1506,Amor Donaire,58,F,Negocis,"Cuina italiana, Perfumeria, Cafeteria",Respon a ofertes de llibres,"5 consultes a cafeteries, 5 consultes a llibres, 5 consultes a botigues"
1507,José Guillen,69,M,Altres,"Productes naturals, Perfumeria, Cuina italiana",Segueix suggeriments personalitzats,"5 consultes a llibres, 1 consulta a botigues, 3 consultes a cafeteries"
1508,Jose Francisco Berenguer,34,M,Turisme,"Moda, Premsa i llibres",Segueix suggeriments personalitzats,"2 consultes a cafeteries, 3 consultes a vehicles, 3 consultes a restaurants"
1509,Francisco Cañas,22,M,Negocis,Premsa i llibres,Ignora promocions,2 consultes a cafeteries
1510,Benito Sureda,49,M,Família,"Perfumeria, Mediterrània",Accepta ofertes de menjar,"1 consulta a cafeteries, 5 consultes a botigues, 4 consultes a restaurants"
1511,Elías Pintor,38,M,Negocis,"Moda, Premsa i llibres",Accepta ofertes de menjar,"4 consultes a llibres, 3 consultes a restaurants"
1512,Anabel Marín,60,F,Turisme,"Cuina ràpida, Moda, Perfumeria",Accepta ofertes de menjar,2 consultes a cafeteries
1513,Jose Bernad,31,M,Negocis,Productes naturals,Respon a ofertes de llibres,1 consulta a cafeteries
1514,Clímaco Ibañez,34,M,Altres,Moda,Només consulta horaris i ubicacions,1 consulta a llibres
1515,Vasco Cózar,56,M,Família,"Cafeteria, Premsa i llibres",Segueix suggeriments personalitzats,"2 consultes a cafeteries, 2 consultes a botigues, 4 consultes a vehicles"
1516,Adelardo Palomino,53,M,Altres,"Premsa i llibres, Moda, Cuina italiana",Accepta ofertes de menjar,"2 consultes a cafeteries, 1 consulta a restaurants"
1517,Ibán Burgos,50,M,Altres,"Productes naturals, Cuina ràpida, Mediterrània",Només consulta horaris i ubicacions,3 consultes a botigues
1518,Constanza Pascual,27,F,Altres,Productes naturals,Accepta ofertes de menjar,"2 consultes a botigues, 4 consultes a vehicles, 5 consultes a restaurants"
1519,Pastora Olmo,67,F,Turisme,Mediterrània,Accepta ofertes de menjar,"4 consultes a vehicles, 5 consultes a restaurants"
1520,Ramiro Roman,50,M,Negocis,Moda,Ignora promocions,"2 consultes a cafeteries, 2 consultes a llibres, 1 consulta a restaurants"
1521,Danilo Valentín,61,M,Altres,"Productes naturals, Cafeteria, Cuina ràpida",Segueix suggeriments personalitzats,3 consultes a botigues
1522,Albino Piñeiro,39,M,Altres,"Mediterrània, Moda, Productes naturals",Només consulta horaris i ubicacions,4 consultes a restaurants
1523,Albert Vaquero,25,M,Negocis,Productes naturals,Accepta ofertes de menjar,"3 consultes a llibres, 3 consultes a vehicles"
1524,Elías Sureda,30,M,Negocis,Productes naturals,Ignora promocions,"3 consultes a restaurants, 1 consulta a cafeteries"
1525,Amílcar Donaire,32,M,Turisme,"Cafeteria, Premsa i llibres",Respon a ofertes de llibres,"4 consultes a botigues, 4 consultes a llibres"
1526,Amparo Reyes,42,F,Família,"Moda, Perfumeria",Respon a ofertes de llibres,"4 consultes a llibres, 3 consultes a restaurants, 2 consultes a botigues"
1527,Encarnacion Estevez,19,F,Turisme,"Mediterrània, Perfumeria",Respon a ofertes de llibres,"5 consultes a llibres, 3 consultes a cafeteries, 4 consultes a restaurants"
1528,Rosario Zabaleta,68,F,Altres,"Mediterrània, Cuina italiana, Perfumeria",Ignora promocions,"5 consultes a restaurants, 4 consultes a vehicles, 4 consultes a llibres"
1529,Curro Bayón,57,M,Família,"Perfumeria, Cafeteria",Segueix suggeriments personalitzats,"3 consultes a botigues, 5 consultes a llibres, 3 consultes a vehicles"
1530,Cruz Águila,67,F,Família,Moda,Respon a ofertes de llibres,1 consulta a cafeteries
1531,Magdalena Galvez,25,F,Família,"Mediterrània, Productes naturals, Cafeteria",Respon a ofertes de llibres,3 consultes a botigues
1532,Prudencio Montserrat,20,M,Negocis,Cuina italiana,Ignora promocions,5 consultes a botigues
1533,Tania Jerez,75,F,Família,"Moda, Cuina ràpida",Només consulta horaris i ubicacions,"1 consulta a botigues, 1 consulta a restaurants, 3 consultes a llibres"
1534,César Bustos,58,M,Negocis,"Cafeteria, Mediterrània, Cuina ràpida",Ignora promocions,"1 consulta a vehicles, 3 consultes a restaurants"
1535,Vera Jáuregui,66,F,Negocis,"Mediterrània, Cuina italiana",Segueix suggeriments personalitzats,4 consultes a vehicles
1536,Jenaro Almazán,33,M,Negocis,Moda,Respon a ofertes de llibres,"4 consultes a vehicles, 5 consultes a llibres, 1 consulta a restaurants"
1537,María Pilar Huguet,66,F,Altres,Cuina ràpida,Segueix suggeriments personalitzats,"3 consultes a restaurants, 4 consultes a vehicles, 4 consultes a cafeteries"
1538,Eli Tormo,62,F,Família,"Premsa i llibres, Mediterrània",Només consulta horaris i ubicacions,"2 consultes a llibres, 1 consulta a vehicles, 3 consultes a cafeteries"
1539,Angelita Tapia,31,F,Altres,Cuina italiana,Respon a ofertes de llibres,1 consulta a restaurants
1540,Balduino Lara,68,M,Negocis,"Mediterrània, Moda",Respon a ofertes de llibres,"2 consultes a vehicles, 2 consultes a botigues"
1541,Renata Requena,43,F,Altres,"Mediterrània, Perfumeria, Moda",Accepta ofertes de menjar,"2 consultes a llibres, 2 consultes a restaurants, 4 consultes a botigues"
1542,Guadalupe Nogués,33,F,Altres,"Productes naturals, Cuina italiana, Premsa i llibres",Respon a ofertes de llibres,"2 consultes a cafeteries, 5 consultes a vehicles"
1543,Amor Gilabert,29,F,Turisme,Productes naturals,Segueix suggeriments personalitzats,"1 consulta a cafeteries, 4 consultes a restaurants, 1 consulta a llibres"
1544,Wilfredo Miralles,33,M,Altres,Cafeteria,Ignora promocions,"5 consultes a cafeteries, 3 consultes a restaurants"
1545,Esteban Peláez,20,M,Negocis,"Cuina ràpida, Cuina italiana, Mediterrània",Accepta ofertes de menjar,3 consultes a llibres
1546,Lucila Olmo,28,F,Altres,"Cuina ràpida, Premsa i llibres",Segueix suggeriments personalitzats,"2 consultes a cafeteries, 4 consultes a botigues"
1547,Lara Álvaro,21,F,Altres,"Moda, Perfumeria",Ignora promocions,1 consulta a llibres
1548,Hugo Maza,34,M,Altres,"Cafeteria, Moda",Ignora promocions,"2 consultes a cafeteries, 1 consulta a llibres, 4 consultes a botigues"
1549,Lupe Toro,38,M,Turisme,"Mediterrània, Premsa i llibres, Cuina italiana",Accepta ofertes de menjar,"1 consulta a vehicles, 4 consultes a botigues"
1550,Rosendo Meléndez,71,M,Negocis,"Premsa i llibres, Productes naturals",Accepta ofertes de menjar,3 consultes a botigues
1551,Primitivo Rivero,26,M,Negocis,Cuina ràpida,Accepta ofertes de menjar,"3 consultes a cafeteries, 5 consultes a restaurants"
1552,Magdalena Asensio,67,F,Altres,"Premsa i llibres, Cuina ràpida, Cuina italiana",Respon a ofertes de llibres,"4 consultes a botigues, 3 consultes a cafeteries"
1553,Miriam Soriano,58,F,Família,"Premsa i llibres, Cuina ràpida, Mediterrània",Només consulta horaris i ubicacions,"3 consultes a vehicles, 1 consulta a cafeteries"
1554,Aníbal Sevilla,27,M,Turisme,"Cuina ràpida, Cafeteria",Només consulta horaris i ubicacions,"3 consultes a vehicles, 5 consultes a restaurants, 5 consultes a botigues"
1555,Efraín Valera,19,M,Altres,Cuina italiana,Respon a ofertes de llibres,2 consultes a restaurants
1556,Aránzazu Prat,75,F,Família,"Cuina ràpida, Perfumeria",Només consulta horaris i ubicacions,"5 consultes a restaurants, 2 consultes a cafeteries, 1 consulta a botigues"
1557,Noelia Gálvez,70,F,Negocis,"Productes naturals, Cuina ràpida, Moda",Ignora promocions,4 consultes a restaurants
1558,Otilia Piñeiro,71,F,Negocis,"Cuina ràpida, Moda, Premsa i llibres",Segueix suggeriments personalitzats,"3 consultes a cafeteries, 2 consultes a botigues"
1559,Jose Manuel Polo,74,M,Negocis,"Perfumeria, Cuina italiana",Ignora promocions,"5 consultes a vehicles, 3 consultes a botigues"
1560,Tere Bustamante,52,F,Negocis,Cuina ràpida,Segueix suggeriments personalitzats,"5 consultes a llibres, 5 consultes a restaurants"
1561,Paz Reig,36,F,Família,"Cafeteria, Premsa i llibres, Cuina ràpida",Només consulta horaris i ubicacions,"1 consulta a vehicles, 5 consultes a botigues, 4 consultes a cafeteries"
1562,Adrián Alcalde,60,M,Altres,"Mediterrània, Perfumeria, Cuina italiana",Ignora promocions,1 consulta a botigues
1563,Gustavo Checa,53,M,Negocis,Perfumeria,Accepta ofertes de menjar,"4 consultes a cafeteries, 5 consultes a restaurants, 5 consultes a vehicles"
1564,Aníbal Borrego,25,M,Altres,Premsa i llibres,Respon a ofertes de llibres,1 consulta a botigues
1565,Pía Romero,62,F,Família,"Perfumeria, Cuina ràpida, Premsa i llibres",Ignora promocions,"4 consultes a vehicles, 2 consultes a restaurants"
1566,Jimena Blanch,60,F,Família,"Cuina italiana, Cuina ràpida",Només consulta horaris i ubicacions,4 consultes a restaurants
1567,Narciso Garcia,51,M,Altres,"Cuina ràpida, Premsa i llibres",Respon a ofertes de llibres,"4 consultes a botigues, 3 consultes a llibres, 2 consultes a cafeteries"
1568,Fulgencio Fiol,25,M,Negocis,Productes naturals,Respon a ofertes de llibres,"4 consultes a restaurants, 4 consultes a vehicles, 2 consultes a cafeteries"
1569,Rosalinda Pino,60,F,Família,"Perfumeria, Moda",Ignora promocions,1 consulta a cafeteries
1570,Lalo Gual,29,M,Turisme,"Productes naturals, Cuina ràpida, Premsa i llibres",Respon a ofertes de llibres,"2 consultes a botigues, 2 consultes a vehicles"
1571,Elba Paredes,48,F,Negocis,Cuina ràpida,Respon a ofertes de llibres,"5 consultes a vehicles, 5 consultes a restaurants"
1572,Jenaro Tamayo,44,M,Altres,"Cafeteria, Mediterrània, Perfumeria",Ignora promocions,"1 consulta a restaurants, 4 consultes a botigues"
1573,Poncio Valero,68,M,Família,"Productes naturals, Mediterrània, Perfumeria",Ignora promocions,"5 consultes a botigues, 3 consultes a llibres"
1574,Maribel Heras,61,F,Negocis,Cuina italiana,Ignora promocions,"2 consultes a llibres, 3 consultes a vehicles"
1575,Adrián Mármol,31,M,Turisme,"Premsa i llibres, Cuina italiana, Cuina ràpida",Accepta ofertes de menjar,"2 consultes a llibres, 5 consultes a vehicles, 2 consultes a cafeteries"
1576,Guadalupe Agustín,30,M,Negocis,"Premsa i llibres, Productes naturals",Accepta ofertes de menjar,4 consultes a llibres
1577,Marta Naranjo,37,F,Altres,"Premsa i llibres, Cuina italiana, Mediterrània",Només consulta horaris i ubicacions,"1 consulta a llibres, 3 consultes a vehicles"
1578,Sara Landa,68,F,Negocis,"Mediterrània, Productes naturals",Respon a ofertes de llibres,"5 consultes a restaurants, 4 consultes a llibres"
1579,María Franco,57,F,Turisme,Premsa i llibres,Segueix suggeriments personalitzats,"5 consultes a llibres, 3 consultes a vehicles, 4 consultes a cafeteries"
1580,Natividad Adán,20,F,Família,"Cuina ràpida, Cuina italiana",Només consulta horaris i ubicacions,"2 consultes a botigues, 5 consultes a llibres, 5 consultes a cafeteries"
1581,Juan Antonio Tomas,53,M,Turisme,"Mediterrània, Productes naturals, Cuina italiana",Respon a ofertes de llibres,1 consulta a llibres
1582,Andrés Guillen,30,M,Turisme,"Cuina italiana, Moda, Cafeteria",Segueix suggeriments personalitzats,"2 consultes a restaurants, 2 consultes a llibres"
1583,Liliana Pol,52,F,Turisme,"Moda, Perfumeria, Mediterrània",Ignora promocions,2 consultes a vehicles
1584,Crescencia Cid,30,F,Altres,"Perfumeria, Cafeteria",Només consulta horaris i ubicacions,"3 consultes a llibres, 4 consultes a vehicles, 4 consultes a cafeteries"
1585,Urbano Donaire,43,M,Família,"Perfumeria, Productes naturals, Premsa i llibres",Ignora promocions,4 consultes a llibres
1586,Bernarda Jordá,51,F,Altres,"Premsa i llibres, Cuina italiana, Productes naturals",Respon a ofertes de llibres,"5 consultes a llibres, 2 consultes a vehicles, 1 consulta a botigues"
1587,Rosa María Jover,58,F,Negocis,"Perfumeria, Productes naturals",Accepta ofertes de menjar,"2 consultes a botigues, 2 consultes a vehicles, 3 consultes a llibres"
1588,Mayte Bermudez,62,F,Altres,"Moda, Productes naturals",Ignora promocions,"1 consulta a cafeteries, 4 consultes a llibres"
1589,Amor Ortega,24,F,Turisme,"Cuina ràpida, Productes naturals",Segueix suggeriments personalitzats,"3 consultes a vehicles, 4 consultes a cafeteries, 3 consultes a restaurants"
1590,Gracia Feijoo,60,F,Negocis,"Productes naturals, Cuina ràpida",Ignora promocions,2 consultes a restaurants
1591,Feliciana Marin,64,F,Família,Cafeteria,Ignora promocions,"5 consultes a botigues, 2 consultes a llibres"
1592,Ricarda Pujadas,24,F,Negocis,"Perfumeria, Cafeteria, Moda",Segueix suggeriments personalitzats,2 consultes a botigues
1593,Ramiro Alarcón,18,M,Altres,Mediterrània,Segueix suggeriments personalitzats,1 consulta a restaurants
1594,Carmelo Acedo,31,M,Turisme,"Perfumeria, Mediterrània",Ignora promocions,"1 consulta a restaurants, 4 consultes a llibres"
1595,Paulino Seguí,60,M,Negocis,"Premsa i llibres, Cuina ràpida",Segueix suggeriments personalitzats,1 consulta a vehicles
1596,Duilio Hernández,65,M,Família,"Moda, Cafeteria, Perfumeria",Accepta ofertes de menjar,"4 consultes a vehicles, 3 consultes a cafeteries, 4 consultes a botigues"
1597,Isaías Comas,68,M,Família,"Productes naturals, Perfumeria",Respon a ofertes de llibres,"3 consultes a vehicles, 2 consultes a llibres, 2 consultes a cafeteries"
1598,Evaristo Sans,21,M,Negocis,Cuina ràpida,Ignora promocions,"5 consultes a vehicles, 3 consultes a restaurants"
1599,Flavio Zamora,55,M,Negocis,Premsa i llibres,Ignora promocions,5 consultes a botigues
1600,Nico Jaén,41,M,Negocis,Productes naturals,Accepta ofertes de menjar,"1 consulta a botigues, 3 consultes a llibres"
1601,Gerardo Quintero,40,M,Altres,"Moda, Productes naturals",Ignora promocions,5 consultes a llibres
1602,Palmira Sierra,19,F,Turisme,Productes naturals,Només consulta horaris i ubicacions,"3 consultes a cafeteries, 3 consultes a vehicles, 1 consulta a restaurants"
1603,Segismundo Chacón,52,M,Turisme,"Premsa i llibres, Mediterrània, Cuina ràpida",Respon a ofertes de llibres,"5 consultes a botigues, 1 consulta a restaurants, 5 consultes a vehicles"
1604,Benita Pozuelo,44,F,Turisme,"Mediterrània, Cuina ràpida, Moda",Ignora promocions,"4 consultes a restaurants, 5 consultes a vehicles, 1 consulta a botigues"
1605,Teodosio Bernat,25,M,Turisme,Cafeteria,Segueix suggeriments personalitzats,"4 consultes a botigues, 3 consultes a restaurants, 3 consultes a cafeteries"
1606,Jose Carlos Miró,31,M,Família,"Cuina ràpida, Productes naturals, Cafeteria",Segueix suggeriments personalitzats,"1 consulta a botigues, 2 consultes a restaurants"
1607,Encarnacion Cánovas,75,F,Negocis,"Productes naturals, Premsa i llibres, Cuina italiana",Ignora promocions,4 consultes a cafeteries
1608,Juan José Burgos,39,M,Família,Mediterrània,Accepta ofertes de menjar,"2 consultes a restaurants, 1 consulta a botigues, 2 consultes a vehicles"
1609,Amaya Planas,71,F,Negocis,"Premsa i llibres, Moda, Cuina ràpida",Accepta ofertes de menjar,4 consultes a llibres
1610,Inés Salinas,32,F,Negocis,"Cafeteria, Cuina italiana",Accepta ofertes de menjar,4 consultes a vehicles
1611,Blas Moliner,60,M,Negocis,"Mediterrània, Cafeteria, Moda",Segueix suggeriments personalitzats,4 consultes a vehicles
1612,Aarón Zapata,59,M,Negocis,"Cuina ràpida, Cafeteria",Només consulta horaris i ubicacions,"4 consultes a restaurants, 4 consultes a cafeteries"
1613,Pili Escalona,75,F,Altres,"Premsa i llibres, Cafeteria, Perfumeria",Respon a ofertes de llibres,4 consultes a cafeteries
1614,Remedios Garcia,30,F,Família,Cuina italiana,Ignora promocions,"3 consultes a cafeteries, 2 consultes a llibres, 2 consultes a restaurants"
1615,Marcela Gilabert,41,F,Família,"Cuina ràpida, Cafeteria, Cuina italiana",Accepta ofertes de menjar,"3 consultes a restaurants, 5 consultes a llibres"
1616,Quique Peñas,55,M,Negocis,"Cuina italiana, Moda, Cuina ràpida",Segueix suggeriments personalitzats,5 consultes a botigues
1617,Donato Gálvez,44,M,Turisme,"Mediterrània, Premsa i llibres",Accepta ofertes de menjar,"4 consultes a vehicles, 5 consultes a cafeteries, 2 consultes a restaurants"
1618,Malena Mosquera,73,F,Negocis,"Cafeteria, Cuina ràpida, Productes naturals",Només consulta horaris i ubicacions,4 consultes a cafeteries
1619,Clímaco Anguita,18,M,Altres,"Premsa i llibres, Perfumeria",Respon a ofertes de llibres,5 consultes a cafeteries
1620,Diana Mancebo,45,F,Turisme,Productes naturals,Accepta ofertes de menjar,3 consultes a botigues
1621,Albano Arias,57,M,Família,"Perfumeria, Moda, Cuina italiana",Respon a ofertes de llibres,"5 consultes a llibres, 3 consultes a cafeteries"
1622,Ana Verdugo,63,F,Família,"Cuina italiana, Cuina ràpida, Perfumeria",Ignora promocions,5 consultes a vehicles
1623,Eliana Aliaga,32,F,Altres,"Cuina ràpida, Cuina italiana, Perfumeria",Respon a ofertes de llibres,"3 consultes a cafeteries, 2 consultes a vehicles"
1624,Eutropio Gilabert,18,M,Altres,"Cuina ràpida, Mediterrània",Respon a ofertes de llibres,"3 consultes a vehicles, 4 consultes a llibres, 2 consultes a cafeteries"
1625,Cristina Cañas,63,F,Altres,"Cuina ràpida, Cuina italiana, Perfumeria",Només consulta horaris i ubicacions,"1 consulta a botigues, 1 consulta a vehicles, 4 consultes a cafeteries"
1626,Fabricio Casanova,59,M,Negocis,"Productes naturals, Perfumeria",Ignora promocions,"1 consulta a botigues, 1 consulta a cafeteries, 3 consultes a vehicles"
1627,Adriana Domínguez,64,F,Negocis,Premsa i llibres,Respon a ofertes de llibres,"3 consultes a botigues, 1 consulta a cafeteries, 4 consultes a llibres"
1628,Custodia Arenas,18,F,Família,Moda,Ignora promocions,"5 consultes a cafeteries, 4 consultes a restaurants, 1 consulta a vehicles"
1629,Encarnación Bermejo,19,F,Negocis,"Moda, Premsa i llibres, Cuina ràpida",Només consulta horaris i ubicacions,5 consultes a botigues
1630,Candelaria Viana,55,F,Turisme,"Cuina italiana, Cuina ràpida",Només consulta horaris i ubicacions,"4 consultes a restaurants, 2 consultes a llibres"
1631,Gustavo Segura,50,M,Negocis,Cuina italiana,Només consulta horaris i ubicacions,"1 consulta a cafeteries, 3 consultes a llibres"
